Invoice Number,Store ID,Store Name,Store Location,Warehouse ID,Warehouse Location,Parent GL Name,GL Name,Sub GL Name,Category L1,Category L2,Category L3,Category L4,Category L5,Category L6,Inventory ID,Item Type,Item Description,"MRP
Inv002,st002,Croma Gandipet,"2/1 MG Road Gandipet, Hyderabad",WH002,"B-11, Green Blossoms, Gandipet, Hyderabad",Electronics,Equipment,Fully-Automatic Front Load Washing Machines,Electronics and Appliances,Home Appliances,Washing Machine,,,,IN-00032,,IFB 6 kg 2D Wash Fully Automatic Front Load,27490,21490,24490,,Black,WM-0001,,"t-34ab32
t-34cd32",Partial Service Support – Product,R-62b64e,6,2,SN1110032,1 Year,B-IFB-004,"IFB Industries Ltd, Hyderabad",CT002,Amit Enterprises,20/06/20,05/06/20,24/06/20,,,Repair,,,,Defective,,,Yes,,,,
Inv002,st002,Croma Gandipet,"2/1 MG Road Gandipet, Hyderabad",WH002,"B-11, Green Blossoms, Gandipet, Hyderabad",Electronics,Equipment,Fully-Automatic Front Load Washing Machines,Electronics and Appliances,Home Appliances,Washing Machine,,,,IN-00033,,IFB 6.5 kg Water softener Aqua Energie Fully Automatic Top Load White ,22390,16390,19390,,Metallic Gray,WM-0002,,t-34ab33,Repair & Calibration,R-62b67e,5,1,SN1110033,1 Year,B-IFB-004,"IFB Industries Ltd, Hyderabad",CT002,Amit Enterprises,20/06/20,05/06/20,25/06/20,,,Repair,,,,Defective,,,Yes,,,,
Inv003,st003,Croma Marathahalli,"2870, Phoenix Building, Outer Ring Rd, Banglore",WH003,"Z-88, Whitefield, Bengaluru, Karnataka",Electronics,Equipment,Fully-Automatic Front Load Washing Machines,Electronics and Appliances,Home Appliances,Washing Machine,,,,IN-00034,,IFB 7 kg Fully Automatic Top Load Grey ,30000,24000,27000,,Metallic Maroon,WM-0003,,t-34ab34,Wrong Issue,R-62b73e,3,1,SN1110034,1 Year,B-IFB-001,"IFB Industries Ltd , Bengaluru,",CT003,A2Z Enterprises,25/06/20,05/06/20,25/06/20,,,Repair,,,,Defective,,,Yes,,,,
Inv003,st003,Croma Marathahalli,"2870, Phoenix Building, Outer Ring Rd, Banglore",WH003,"Z-88, Whitefield, Bengaluru, Karnataka",Electronics,Equipment,Fully-Automatic Front Load Washing Machines,Electronics and Appliances,Home Appliances,Washing Machine,,,,IN-00035,,IFB 6.5 kg Water softener Aqua Energie Fully Automatic Top Load White,29390,23390,26390,,Metallic Blue,WM-0004,,"t-34ab35
t-34cd35",Vendor Issue,R-62b71e,5,2,SN1110035,1 Year,B-IFB-001,"IFB Industries Ltd , Bengaluru,",CT003,A2Z Enterprises,25/06/20,05/06/20,26/06/20,,,Repair,,,,Defective,,,Yes,,,,
Inv003,st003,Croma Marathahalli,"2870, Phoenix Building, Outer Ring Rd, Banglore",WH003,"Z-88, Whitefield, Bengaluru, Karnataka",Electronics,Equipment,Fully-Automatic Front Load Washing Machines,Electronics and Appliances,Home Appliances,Washing Machine,,,,IN-00036,,IFB 6 kg Fully Automatic Front Load with In-built Heater White,24000,18000,21000,,White,WM-0005,,t-34ab36,Vendor Issue,R-62b71e,4,1,SN1110036,1 Year,B-IFB-001,"IFB Industries Ltd , Bengaluru,",CT003,A2Z Enterprises,25/06/20,05/06/20,26/06/20,,,Repair,,,,Defective,,,Yes,,,,
Inv003,st003,Croma Marathahalli,"2870, Phoenix Building, Outer Ring Rd, Banglore",WH003,"Z-88, Whitefield, Bengaluru, Karnataka",Electronics,Equipment,Fully-Automatic Front Load Washing Machines,Electronics and Appliances,Home Appliances,Washing Machine,,,,IN-00037,,Samsung 6.2 kg with Monsoon Feature Fully Automatic Top Load Grey,19700,13700,16700,,Black,WM-1001,,t-34ab37,Vendor Issue,R-62b71e,3,1,SN1110037,1 Year,B-Sam-001,"Samsung India Electronics Pvt. Ltd., Bengaluru",CT003,A2Z Enterprises,25/06/20,20/06/20,28/07/20,,07/07/20,Repair,,,,Defective,,,Yes,,,,
Inv003,st003,Croma Marathahalli,"2870, Phoenix Building, Outer Ring Rd, Banglore",WH003,"Z-88, Whitefield, Bengaluru, Karnataka",Electronics,Equipment,Fully-Automatic Front Load Washing Machines,Electronics and Appliances,Home Appliances,Washing Machine,,,,IN-00038,,Samsung 6 kg 5 star Inverter Fully Automatic Front Load ,30900,24900,27900,,Metallic Gray,WM-1002,,t-34ab38,Warranty Return-Modern Channel,R-62b72e,2,1,SN1110038,1 Year,B-Sam-001,"Samsung India Electronics Pvt. Ltd., Bengaluru",CT003,A2Z Enterprises,25/06/20,20/06/20,27/06/20,,,Repair,,,,Defective,,,Yes,,,,
Inv003,st003,Croma Marathahalli,"2870, Phoenix Building, Outer Ring Rd, Banglore",WH003,"Z-88, Whitefield, Bengaluru, Karnataka",Electronics,Equipment,Fully-Automatic Front Load Washing Machines,Electronics and Appliances,Home Appliances,Washing Machine,,,,IN-00039,,LG 6.5 kg Inverter Fully Automatic Top Load Silver,21700,15700,18700,,Metallic Maroon,WM-2001,,t-34ab39,Warranty Return-Modern Channel,R-62b72e,1,1,SN1110039,1 Year,B-LG-006,"LG Electronics India Pvt. Ltd, Bengaluru",CT003,A2Z Enterprises,25/06/20,15/06/20,28/07/20,,07/07/20,Repair,,,,Defective,,,Yes,,,,
Inv003,st003,Croma Marathahalli,"2870, Phoenix Building, Outer Ring Rd, Banglore",WH003,"Z-88, Whitefield, Bengaluru, Karnataka",Electronics,Equipment,Fully-Automatic Front Load Washing Machines,Electronics and Appliances,Home Appliances,Washing Machine,,,,IN-00040,,LG 6 kg Inverter Fully Automatic Front Load with In-built Heater White ,30490,24490,27490,,Metallic Blue,WM-2002,,"t-34ab40
t-34cd40",Consignment Refuse By Customer,R-62b94e,5,2,SN1110040,1 Year,B-LG-006,"LG Electronics India Pvt. Ltd, Bengaluru",CT003,A2Z Enterprises,25/06/20,15/06/20,28/07/20,,07/07/20,Repair,,,,Defective,,,Yes,,,,
Inv003,st003,Croma Marathahalli,"2870, Phoenix Building, Outer Ring Rd, Banglore",WH003,"Z-88, Whitefield, Bengaluru, Karnataka",Electronics,Equipment,Direct Cool One-Door Refrigerators,Electronics and Appliances,Kitchen appliances,Refrigerator,,,,IN-00041,,Samsung 192 L Direct Cool Single Door 4 Star (2020) Refrigerator,24757,18757,21757,,White,Ref-7802,,"t-34ab41
t-34cd41",Chop Saw Sintered Part Quality Issue,R-62b70e,6,2,SN1110041,2 Year,B-Sam-001,"Samsung India Electronics Pvt. Ltd., Bengaluru",CT003,A2Z Enterprises,25/06/20,20/06/20,28/07/20,30/06/20,30/06/20,Repair,,,,Defective,,,Yes,,,,
Inv003,st003,Croma Marathahalli,"2870, Phoenix Building, Outer Ring Rd, Banglore",WH003,"Z-88, Whitefield, Bengaluru, Karnataka",Electronics,Equipment,Direct Cool One-Door Refrigerators,Electronics and Appliances,Kitchen appliances,Refrigerator,,,,IN-00042,,LG 45 litres 1 Star Bar Fridge Refrigerator ,8990,6490,8490,,Black,Ref-9999,,t-34ab42,Spares Availability Issue,R-62b33e,4,1,SN1110042,1 Year,B-Sam-001,"Samsung India Electronics Pvt. Ltd., Bengaluru",CT003,A2Z Enterprises,25/06/20,20/06/20,30/06/20,,,Repair,,,,Defective,,,Yes,,,,
Inv004,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Direct Cool One-Door Refrigerators,Electronics and Appliances,Kitchen appliances,Refrigerator,,,,IN-00043,,Samsung 192 L Direct Cool Single Door 4 Star (2020) Refrigerator ,24347,18347,21347,,Metallic Gray,Ref-7804,,t-34ab43,Spares Availability Issue,R-62b74e,3,1,SN1110043,2 Year,B-Sam-008,"Samsung India Electronics Pvt. Ltd., Mumbai",CT004,Niyati Aircon,30/06/20,20/06/20,05/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv004,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Direct Cool One-Door Refrigerators,Electronics and Appliances,Kitchen appliances,Refrigerator,,,,IN-00044,,Samsung 192 L Direct Cool Single Door 2 Star (2020) Refrigerator,12426,6426,9426,,Metallic Maroon,Ref-7805,,t-34ab44,Spares Availability Issue,R-62b74e,2,1,SN1110044,2 Year,B-Sam-008,"Samsung India Electronics Pvt. Ltd., Mumbai",CT004,Niyati Aircon,30/06/20,20/06/20,02/07/20,04/07/20,06/07/20,Repair,,,,Defective,,,Yes,,,,
Inv004,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Direct Cool One-Door Refrigerators,Electronics and Appliances,Kitchen appliances,Refrigerator,,,,IN-00045,,Samsung 272 L Frost Free Double Door 2 Star (2020) Refrigerator,20869,14869,17869,,Metallic Blue,Ref-7806,,t-34ab45,BANDSAW-WELD JOIND BREAKEGE,R-62b75e,1,1,SN1110045,2 Year,B-Sam-008,"Samsung India Electronics Pvt. Ltd., Mumbai",CT004,Niyati Aircon,30/06/20,20/06/20,02/07/20,05/07/20,07/07/20,Repair,,,,Defective,,,Yes,,,,
Inv004,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Direct Cool One-Door Refrigerators,Electronics and Appliances,Kitchen appliances,Refrigerator,,,,IN-00046,,LG 260 L Frost Free Double Door 3 Star (2020) Refrigerator  ,30990,24990,27990,,White,Ref-6601,,t-34ab46,BANDSAW-WELD JOIND BREAKEGE,R-62b75e,1,1,SN1110046,2 Year,B-LG-004,"LG Electronics India Pvt. Ltd, Mumbai",CT004,Niyati Aircon,30/06/20,15/06/20,08/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv004,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Direct Cool One-Door Refrigerators,Electronics and Appliances,Kitchen appliances,Refrigerator,,,,IN-00047,,LG 190 L Direct Cool Single Door 4 Star (2020) Refrigerator,21990,15990,18990,,Black,Ref-6602,,t-34ab47,BANDSAW QUALITY ISSUE/ANY OTHER ISSUE,R-62b87e,1,1,SN1110047,2 Year,B-LG-004,"LG Electronics India Pvt. Ltd, Mumbai",CT004,Niyati Aircon,30/06/20,15/06/20,09/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv004,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Direct Cool One-Door Refrigerators,Electronics and Appliances,Kitchen appliances,Refrigerator,,,,IN-00048,,LG 260 L Frost Free Double Door 3 Star (2020) Convertible Refrigerator,32700,26700,29700,,Metallic Gray,Ref-6603,,t-34ab48,BANDSAW QUALITY ISSUE/ANY OTHER ISSUE,R-62b87e,4,1,SN1110048,2 Year,B-LG-004,"LG Electronics India Pvt. Ltd, Mumbai",CT004,Niyati Aircon,30/06/20,15/06/20,02/07/20,05/07/20,09/07/20,Repair,,,,Defective,,,Yes,,,,
Inv004,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Direct Cool One-Door Refrigerators,Electronics and Appliances,Kitchen appliances,Refrigerator,,,,IN-00049,,LG 190 L Direct Cool Single Door 4 Star (2020) Refrigerator ,17500,11500,14500,,Metallic Maroon,Ref-6604,,t-34ab49,BANDSAW TEETH BROKEN,R-62b76e,4,1,SN1110049,2 Year,B-LG-004,"LG Electronics India Pvt. Ltd, Mumbai",CT004,Niyati Aircon,30/06/20,15/06/20,02/07/20,05/07/20,11/07/20,Repair,,,,Defective,,,Yes,,,,
Inv004,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Direct Cool One-Door Refrigerators,Electronics and Appliances,Kitchen appliances,Refrigerator,,,,IN-00050,,LG 270 L Direct Cool Single Door 3 Star (2020) Refrigerator,26190,20190,23190,,Metallic Blue,Ref-6605,,"t-34ab50
t-34cd50",BANDSAW TEETH BROKEN,R-62b76e,5,2,SN1110050,2 Year,B-LG-004,"LG Electronics India Pvt. Ltd, Mumbai",CT004,Niyati Aircon,30/06/20,15/06/20,11/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv004,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Direct Cool One-Door Refrigerators,Electronics and Appliances,Kitchen appliances,Refrigerator,,,,IN-00051,,LG 45 L Direct Cool Single Door 1 Star (2019) Refrigerator,13690,7690,10690,,White,Ref-6606,,"t-34ab51
t-34cd51",Call back due to Customer Non acceptance,R-62b77e,5,2,SN1110051,2 Year,B-LG-004,"LG Electronics India Pvt. Ltd, Mumbai",CT004,Niyati Aircon,30/06/20,15/06/20,13/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv004,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Fully-Automatic Front Load Washing Machines,Electronics and Appliances,Home Appliances,Washing Machine,,,,IN-00052,,IFB 6 kg 2D Wash Fully Automatic Front Load,27490,21490,24490,,Black,WM-0001,,"t-34ab52
t-34cd52",Call back due to Customer Non acceptance,R-62b77e,5,2,SN1110052,1 Year,B-IFB-002,"IFB Industries Ltd, Mumbai",CT004,Niyati Aircon,30/06/20,05/06/20,13/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv004,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Fully-Automatic Front Load Washing Machines,Electronics and Appliances,Home Appliances,Washing Machine,,,,IN-00053,,IFB 6.5 kg Water softener Aqua Energie Fully Automatic Top Load White ,22390,16390,19390,,Metallic Gray,WM-0002,,"t-34ab53
t-34cd53",Call back due to Customer Non acceptance,R-62b77e,6,2,SN1110053,1 Year,B-IFB-002,"IFB Industries Ltd, Mumbai",CT004,Niyati Aircon,30/06/20,05/06/20,01/07/20,02/07/20,15/07/20,Repair,,,,Defective,,,Yes,,,,
Inv004,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Fully-Automatic Front Load Washing Machines,Electronics and Appliances,Home Appliances,Washing Machine,,,,IN-00054,,IFB 7 kg Fully Automatic Top Load Grey ,30000,24000,27000,,Metallic Maroon,WM-0003,,t-34ab54,Call back due to Customer Non acceptance,R-62b77e,3,1,SN1110054,1 Year,B-IFB-002,"IFB Industries Ltd, Mumbai",CT004,Niyati Aircon,30/06/20,05/06/20,05/07/20,13/07/20,15/07/20,Repair,,,,Defective,,,Yes,,,,
Inv004,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",,,,,,,,,,IN-00055,,IFB 8 kg Fully Automatic Top Load Grey ,6000,,3000,,Metallic Blue,WM-0004,,t-34ab55,Transit Damage,R-62b78e,,,SN1110055,1 Year,B-IFB-002,"IFB Industries Ltd, Mumbai",CT004,Niyati Aircon,30/06/20,05/06/20,05/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv004,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Fully-Automatic Front Load Washing Machines,Electronics and Appliances,Home Appliances,Washing Machine,,,,IN-00056,,IFB 6 kg Fully Automatic Front Load with In-built Heater White,24000,18000,21000,,White,WM-0005,,t-34ab56,Transit Damage,R-62b79e,3,1,SN1110056,1 Year,B-IFB-002,"IFB Industries Ltd, Mumbai",CT004,Niyati Aircon,30/06/20,05/06/20,06/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv004,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Fully-Automatic Front Load Washing Machines,Electronics and Appliances,Home Appliances,Washing Machine,,,,IN-00057,,Samsung 6.2 kg with Monsoon Feature Fully Automatic Top Load Grey,19700,13700,16700,,Black,WM-1001,,t-34ab57,Transit Damage,R-62b79e,2,1,SN1110057,1 Year,B-Sam-008,"Samsung India Electronics Pvt. Ltd., Mumbai",CT004,Niyati Aircon,30/06/20,20/06/20,07/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv005,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Fully-Automatic Front Load Washing Machines,Electronics and Appliances,Home Appliances,Washing Machine,,,,IN-00058,,Samsung 6 kg 5 star Inverter Fully Automatic Front Load ,30900,24900,27900,,Metallic Gray,WM-1002,,t-34ab58,Customer Service Error,R-62b80e,4,1,SN1110058,1 Year,B-Sam-008,"Samsung India Electronics Pvt. Ltd., Mumbai",CT005,AAAS Enterprises,05/07/20,20/06/20,07/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv005,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Fully-Automatic Front Load Washing Machines,Electronics and Appliances,Home Appliances,Washing Machine,,,,IN-00059,,LG 6.5 kg Inverter Fully Automatic Top Load Silver,21700,15700,18700,,Metallic Maroon,WM-2001,,t-34ab59,Product Packaging Issue,R-62b95e,3,1,SN1110059,1 Year,B-LG-004,"LG Electronics India Pvt. Ltd, Mumbai",CT005,AAAS Enterprises,05/07/20,15/06/20,07/07/20,08/07/20,10/07/20,Repair,,,,Defective,,,Yes,,,,
Inv005,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Fully-Automatic Front Load Washing Machines,Electronics and Appliances,Home Appliances,Washing Machine,,,,IN-00060,,LG 6 kg Inverter Fully Automatic Front Load with In-built Heater White ,30490,24490,27490,,Metallic Blue,WM-2002,,"t-34ab60
t-34cd60",Product Packaging Issue,R-62b95e,5,2,SN1110060,1 Year,B-LG-004,"LG Electronics India Pvt. Ltd, Mumbai",CT005,AAAS Enterprises,05/07/20,15/06/20,07/07/20,08/07/20,10/07/20,Repair,,,,Defective,,,Yes,,,,
Inv005,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Direct Cool One-Door Refrigerators,Electronics and Appliances,Kitchen appliances,Refrigerator,,,,IN-00061,,Samsung 192 L Direct Cool Single Door 4 Star (2020) Refrigerator,24757,18757,21757,,White,Ref-7802,,"t-34ab61
t-34cd61",Warranty Material,R-62b81e,6,2,SN1110061,2 Year,B-Sam-008,"Samsung India Electronics Pvt. Ltd., Mumbai",CT005,AAAS Enterprises,05/07/20,20/06/20,08/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv005,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Direct Cool One-Door Refrigerators,Electronics and Appliances,Kitchen appliances,Refrigerator,,,,IN-00062,,Samsung 244 L Frost Free Double Door 3 Star (2020) Refrigerator ,24079,18079,21079,,Black,Ref-7803,,"t-34ab62
t-34cd62",DEMO Material,R-62b82e,8,2,SN1110062,2 Year,B-Sam-008,"Samsung India Electronics Pvt. Ltd., Mumbai",CT005,AAAS Enterprises,05/07/20,20/06/20,06/07/20,07/07/20,08/07/20,Repair,,,,Defective,,,Yes,,,,
Inv005,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Direct Cool One-Door Refrigerators,Electronics and Appliances,Kitchen appliances,Refrigerator,,,,IN-00063,,Samsung 192 L Direct Cool Single Door 4 Star (2020) Refrigerator ,24347,18347,21347,,Metallic Gray,Ref-7804,,"t-34ab63
t-34cd63",DEMO Material,R-62b82e,6,2,SN1110063,2 Year,B-Sam-008,"Samsung India Electronics Pvt. Ltd., Mumbai",CT005,AAAS Enterprises,05/07/20,20/06/20,08/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv005,st004,Croma Andheri,"88, Sakinaka, Andheri, Mumbai",WH004,"A-55, Thakur Complex, Borivali, Mumbai",Electronics,Equipment,Direct Cool One-Door Refrigerators,Electronics and Appliances,Kitchen appliances,Refrigerator,,,,IN-00064,,Samsung 192 L Direct Cool Single Door 2 Star (2020) Refrigerator,12426,6426,9426,,Metallic Maroon,Ref-7805,,"t-34ab64
t-34cd64",Partial Service Support – Product,R-62b83e,7,2,SN1110064,2 Year,B-Sam-008,"Samsung India Electronics Pvt. Ltd., Mumbai",CT005,AAAS Enterprises,05/07/20,20/06/20,08/07/20,,,Repair,,,,Defective,,,Yes,,,,
